voyageid,voyagerank,voyagename,port,sailingfrom,ground,yearout,dayout,yearin,dayin,returncode,agentid,agent,bone,sperm,oil,customsdistrict,logbookexists,aowllink,crewlistlink,source,masterid,master,fate,birth,birthlocation,death,deathlocation,wife,wifetosea,vitalrecordssource,lateroccupation,vesselid,vessel,rig,tonnage,builtplace,builtdate,end,denniswood,logbookscan,voyagecode,boatcode,max_distance,years,price_sperm,price_sperm_real,price_oil,price_oil_real,price_bone,price_bone_real,lost,lost_total,_merge2,product,product_nom,tonn_avg,enddate,life,duration,mastercode,age,lay,_merge,Total,experience,re_prod,n_voyage,l_re_prod,change_boat,stay_boat
AV04830,1,Falcon : 1846-1849,"New Bedford, MA",,"N Pacific, S Pacific",1846,1846,1849,1849,A,AA1358,Wilcox & Richmond,7000,40,1010,New Bedford,PPL,1,1,"1, 2, 4, 6, 7, 5, 395",AM4841,"Kirby, Barnabas",,,,,,,,,,AS0211,Falcon,Bark / Ship,273/286/285/271,"Medford, MA",1817,"abandoned as unfit, 1895",2-219,NULL,4429,210,27.547968,3,.87875003,1.0599999,.33750001,.41,.34,.41,.062745102,16,Matched (3),22043,18173.051,278.75,1895,,3,4184,,.05882353,both in master and using data,1,1,7347.6665,1,,,
AV06443,1,Henry Taber : 1859-1864,"New Bedford, MA",,S Pacific,1859,1859 Oct 25,1864,1864,A,AA1253,"Taber, Henry & Co.",0,865,0,New Bedford,NBL,NULL,1,"1, 4, 6, 7, 5, 395",AM4842,"Kirby, David G.",,,,,,,,,,AS0289,Henry Taber,Bark,356/296,"New Bedford, MA",1855,"Aband near Pt Belcher, Sept 14, 1871",3-652; 3-678,NULL,5914,283,,5,1.3625,1.4299999,.48500001,.50999999,.88,.93000001,.1124498,28,Matched (3),51951.898,49499.625,326,1871,,5,4185,,,both in master and using data,1,1,10390.38,1,,,
AV01352,1,Atlantic : 1861-,"New London, CT",,,1861,1861 Nov 16,,,,,NULL,,,,New London,,NULL,1,"117, 268, 434",AM4844,"Knowles, Henry",,,,,,,,,,AS0924,Atlantic,Schr,130,"Smithtown, NY",1849,,3-599,NULL,1234,899,,,1.3150001,1.48,.4425,.5,.66000003,.74000001,.052401748,12,Matched (3),,,130,1861,,,4187,35,,both in master and using data,2,1,,1,,,
AV15181,1,Viola : 1863-,"New London, CT",,,1863,1863,,,,,NULL,,,,New London,,NULL,1,"64, 117, 268, 5",AM4844,"Knowles, Henry",,,,,,,,,,AS0772,Viola,Brig / Schr,139,"Essex, MA",1863,Missing,,NULL,13797,760,,,1.61,1.21,.95249999,.72000003,1.53,1.15,.095808387,16,Matched (3),,,139,1912,,,4187,37,,both in master and using data,2,2,,2,,1,
AV05228,1,Franklin : 1850-1853,"New Bedford, MA",,,1850,1850,1853,1853,L,AA0647,"Howland, William Penn",25992,124,2415,New Bedford,,NULL,1,"1, 2, 4, 54, 7, 117, 12, 5, 395",AM4849,"Lamb, William**",D,,,1850-1853,at sea ?,,,4,,AS0219,Franklin,Ship,333,"Boston, MA",1818,"Lost, Pitt Is, Chatham Is, Apr 12, 1859",2-225,NULL,4790,217,,3,1.207,1.4400001,.491,.57999998,.34400001,.41,.13095239,33,Matched (3),76985.641,65029.434,333,1859,41,3,4192,,.05882353,both in master and using data,1,1,25661.881,1,,,
AV11028,1,Oscar : 1857-1861,"Mattapoisett, MA",,N Pacific,1857,1857 Sep 28,1861,1861 Mar 25,,AA0611,"Holmes, J., Jr. & Bro.",25078,180,2100,New Bedford,MSM,NULL,1,"1, 4, 6, 5, 7, 395",AM4852,"Landers, Thomas C.",,,,"Nov 25, 1877","New Bedford, MA",Lydia,,"320, 574",,AS2118,Oscar,Bark,369,,1844,"Withdr, 1861",3-396,NULL,10016,2040,,4,1.2833,1.16,.73250002,.66000003,.96749997,.87,.10472973,31,Matched (3),88799.461,98571.211,369,1861,,4,4194,,,both in master and using data,2,1,22199.865,1,,,
AV02720,1,Charles W. Morgan : 1863-1867,"New Bedford, MA",,"Okhotsk, S Pacific, N Pacific",1863,1863 Dec 1,1867,1867 Jun 12,,AA1380,"Wing, Joseph & William R.",13200,125,1094,New Bedford,"MSM, NBL",1,1,"1, 10, 4, 6, 7, 5, 395, 438, 76",AM4852,"Landers, Thomas C.",,,,"Nov 25, 1877","New Bedford, MA",Lydia,1,"320, 574",,AS0089,Charles W. Morgan,Bark / Ship,351/314/298,"New Bedford, MA",1841,Preserved at Mystic Seaport,4-26,1,2474,89,31.237276,4,1.61,1.21,.95249999,.72000003,1.53,1.15,.095808387,16,Matched (3),54615.063,72413.969,321,1910,,4,4194,,,both in master and using data,2,2,13653.766,2,22199.865,1,
AV09445,1,Mattapoisett : 1876-1878,"New Bedford, MA",,Atlantic,1876,1876 Aug 7,1878,1878 May 4,,AA1143,"Smith, Abbott P.",0,960,142,New Bedford,SLU,NULL,1,"1, 13, 4, 5",AM4856,"Lawton, Welcome J.",,,,,,,,,,AS0483,Mattapoisett,Bark / Brig,150/110/104,"Mattapoisett, MA",1836,,,NULL,8611,473,,2,1.405,1.28,.61000001,.55000001,2.1400001,1.95,.13043478,12,Matched (3),54889.801,60287.641,121.33334,1888,,2,4196,,,both in master and using data,1,1,27444.9,1,,,
AV11031,1,Osceola : 1850-1851,"New Bedford, MA",,,1850,1850,1851,1851,C,AA1245,"Swift, William C. N.",0,30,0,New Bedford,,NULL,1,"1, 2, 4, 7, 117",AM4857,"Maxim, Charles H.",,,,,,,,,,AS0727,Osceola,Bark / Brig,158,"Newmarket, NH",1836,"Cond at Pernambuco, Apr, 1859",2-517,NULL,10019,716,,1,1.207,1.4400001,.491,.57999998,.34400001,.41,.13095239,33,Matched (3),1814.4,1520.8201,158,1859,23,1,4197,,.0625,both in master and using data,1,1,1814.4,1,,,
AV04701,1,Europa : 1867-1871,"New Bedford, MA",,Indian O,1867,1867,1871,1871,L,AA0699,"Jones, Edward C.",3055,1200,1183,New Bedford,"KWM, NBW, NBL, PPL",1,1,"1, 4, 6, 69, 7, 138, 5",AM4860,"Nye, John G.",,"Mar 22,1831","Falmouth, MA","Jan 4, 1880","Falmouth, MA",Mary C. Bourne,,"8, 620",,AS0185,Europa,Bark / Ship,380/323,"Mattapoisett, MA",1851,"Went ashore Hakodate, Japan, 1887?",4-62; 4-63,NULL,4311,185,24.326555,4,2.2349999,1.38,.73250002,.44999999,1.175,.73000002,.082278483,13,Matched (3),94140.852,152628.61,351.5,1887,,4,4199,,,both in master and using data,2,1,23535.213,1,,,
AV09349,1,Mary Frazier : 1871-1876,"New Bedford, MA",,Pacific,1871,1871 Nov 6,1876,1876,A,AA1304,"Tucker, Charles R.",12000,770,1500,New Bedford,"KWM, PPL, SLU",NULL,1,"1, 4, 6, 69, 7, 49, 138, 5, 395",AM4860,"Nye, John G.",,"Mar 22,1831","Falmouth, MA","Jan 4, 1880","Falmouth, MA",Mary C. Bourne,1,"8, 620",,AS0457,Mary Frazier,Bark / Ship,288/301/286,"Newbury, MA",1832,"Aband off Flores,  burned May 28, 1889",4-405,NULL,8525,447,,5,1.35,1.04,.60000002,.46000001,.78890002,.61000001,.088435374,13,Matched (3),69933.602,90925.805,291.66666,1889,,5,4199,,,both in master and using data,2,2,13986.721,2,23535.213,1,
AV06636,1,Hesper : 1826-1828,"New Bedford, MA",,Pacific,1826,1826,1828,1828,C,,NULL,0,1100,0,New Bedford,"MVH, MAU",NULL,1,"1, 4, 5, 335, 395",AM4861,"Pease, Henry",,,,,,,,,,AS0267,Hesper,Bark / Ship,271/248,"Stonington, CT",1811,"Cond at Paita, 1864",,NULL,6091,262,,2,.75,.75999999,.30000001,.30000001,.16,.16,.018181818,1,Matched (3),35112,34650,259.5,1864,,2,4200,24,,both in master and using data,1,1,17556,1,,,
AV08331,1,Leonidas : 1831-1832,"Fairhaven, MA",,,1831,1831,1832,1832,C,,NULL,0,0,1700,"New Bedford, MA",,NULL,1,"1, 4, 395, 5, 564",AM4862 ?,"Pease, John Harper",,"Aug 4, 1793 ?","Chappaquiddick, Edgartown, MA","Dec 30, 1879 ?","Edgartown, MA",Betsey Whelden ?,,564,,AS1788,Leonidas,Ship,243,"Fairhaven, MA",1816,"Cond and sold at Mauritius, 1851",,NULL,7591,1738,,1,.70999998,.75999999,.30000001,.31999999,.17,.18000001,.041958041,6,Matched (3),22848,21420,243,1851,,1,4201,,,both in master and using data,3,1,22848,1,,,
AV10567,1,Norfolk : 1832-1833,"New Bedford, MA",,,1832,1832,1833,1833,C,AA0952,"Parker, John A. & Sons",0,0,1400,New Bedford,NBW,NULL,1,"1, 4, 6, 395, 5, 564",AM4862 ?,"Pease, John Harper",,"Aug 4, 1793 ?","Chappaquiddick, Edgartown, MA","Dec 30, 1879 ?","Edgartown, MA",Betsey Whelden ?,,564,,AS0490,Norfolk,Ship,276,,1832,Broken up 1835,,NULL,9612,479,,1,.85000002,.88999999,.235,.25,.13,.14,.035502959,6,Matched (3),14700,13818,276,1835,3,1,4201,,,both in master and using data,3,2,14700,2,22848,1,
AV02551,1,Chandler Price : 1844-1847,"New Bedford, MA",,,1844,1844 Sep 11,1847,1847,So,AA0998,Pope & Morgan,34562,409,3153,New Bedford,,NULL,1,"1, 2, 4, 36, 41, 7, 5, 395, 564",AM4862 ?,"Pease, John Harper",,"Aug 4, 1793 ?","Chappaquiddick, Edgartown, MA","Dec 30, 1879 ?","Edgartown, MA",Betsey Whelden ?,,564,,AS0116,Chandler Price,Ship,441,"Philadelphia, PA",1828,"Withdr, 1862; sold foreign, 1866",,NULL,2326,116,,3,.90499997,1.1799999,.36500001,.47,.40000001,.51999998,.079710148,22,Matched (3),100482.5,77706.383,441,1866,38,3,4201,,,both in master and using data,3,3,33494.168,3,14700,1,
AV12431,1,Robert Morrison : 1854-1857,"New Bedford, MA",,Pacific,1854,1854,1857,1857,C,AA0733,"Knowles, Thomas & Co.",21600,152,1661,New Bedford,HH,NULL,1,"1, 4, 6, 7, 395, 5, 564",AM4863,"Pease, Josiah C.",,"June 29, 1824","Chappaquiddick, Edgartown, MA","Apr 10,1880","Nantucket, MA",Hannah Butler | Mary Dexter Forbush,,redo,,AS0586,Robert Morrison,Bark,307/314.5,"Falmouth, ME",1851,"Cond at Sydney, Dec 1884",3-257,NULL,11308,575,,3,1.4875,1.38,.59625,.55000001,.39199999,.36000001,.073248409,23,Matched (3),54955.02,59558.992,310.75,1884,,3,4202,,.0625,both in master and using data,2,1,18318.34,1,,,
AV13367,1,St. George : 1857-1861,"New Bedford, MA",,Pacific,1857,1857 Sep 21,1861,1861,A,AA0063,"Barker, Abraham",16925,323,1316,New Bedford,NBW,NULL,1,"1, 4, 6, 69, 7, 395, 5, 564",AM4863,"Pease, Josiah C.",,"June 29, 1824","Chappaquiddick, Edgartown, MA","Apr 10,1880","Nantucket, MA",Hannah Butler | Mary Dexter Forbush,,redo,,AS0591,St. George,Ship,408/393/392,New York,1828,"Aband in the Arctic, Sept 5, 1876",3-281,NULL,12145,580,,4,1.2833,1.16,.73250002,.66000003,.96749997,.87,.10472973,31,Matched (3),66940.828,74270.93,397.66666,1876,,4,4202,,,both in master and using data,2,2,16735.207,2,18318.34,1,
AV00209,1,Acushnet : 1841-1845,"Fairhaven, MA",,Pacific,1841,1841 Jan 3,1845,1845,L,AA0147,"Bradford, Fuller & Co.",13500,850,1350,New Bedford,MAU,1,1,"1, 2, 4, 5, 7, 335, 395",AM4866,"Pease, Valentine",,1797,"Chappaquiddick Island, Martha’s Vineyard, MA","Sept 9, 1870","Edgartown, MA",Prudence Ripley,,"591, D",,AS0819,Acushnet,Ship,359,"Mattapoisett, MA",1840,"Stove by a whale, 1847; lost Aug 16, 1851",1-8,NULL,193,804,28.230076,4,.94,1.02,.3175,.34999999,.19670001,.20999999,.062271062,17,Matched (3),59094,54215.699,359,1851,11,4,4203,,.0625,both in master and using data,1,1,14773.5,1,,,
AV10024,1,Montezuma : 1841-1843,"Wareham, MA",,"Atlantic, Gulf of Mexico, W Indies",1841,1841 Nov 27,1843,1843 Jul,L,AA1287,"Tobey, M. S. F.",0,400,0,New Bedford,,NULL,1,"1, 2, 4, 7, 395, 5",AM4867,"Shiverick, Andrew M.",,,,,,,,,,AS0463,Montezuma,Bark / Brig,196,"Frankfort, ME",1838,"Lost in Gulf Stream, 1859",1-565,NULL,9133,453,,2,.94,1.02,.3175,.34999999,.19670001,.20999999,.062271062,17,Matched (3),17136,15792,196,1859,,2,4204,,.0625,both in master and using data,1,1,8568,1,,,
AV01765,1,Benjamin Morgan : 1856-1860,"New London, CT",,,1856,1856,1860,1860,,AA0972,Perkins & Smith,18503,84,2354,New London,,NULL,1,"1, 11, 4, 5, 7, 434",AM4868,"Sisson, Oliver",,"Oct 4, 1806",,,,Lydia Ray,,"561, 536",,AS0970,Benjamin Morgan,Ship,408/407,"Philadelphia, PA",1826,,3-529,NULL,1610,944,,4,1.62,1.54,.79500002,.75999999,.57999998,.55000001,.11824324,35,Matched (3),90749.445,95047.164,407.5,1861,,4,4205,35,,both in master and using data,2,1,22687.361,1,,,
AV04120,1,Electra : 1862-1863,"New London, CT",,Pacific,1862,1862,1863,1863,L,AA1364,Williams & Barnes,,,,New London,NLH,1,1,"1, 11, 4, 6, 65, 7, 66, 5, 434",AM4868,"Sisson, Oliver",,"Oct 4, 1806",,,,Lydia Ray,,"561, 536",,AS1261,Electra,Ship,348/347,"Kensington, PA",1811,Lost Nunaivk Isl July 1863,4-306,NULL,3781,1227,27.40633,1,1.425,1.37,.59329998,.56999999,.81999999,.79000002,.17171717,34,Matched (3),,,347.5,1863,,1,4205,40,,both in master and using data,2,2,,2,22687.361,1,
AV07846,1,Jones : 1841-1842,"New London, CT",,,1841,1841 Feb 20,1842,1842 Aug 30,C,AA0576,Havens & Smith,0,140,1450,New London,,1,1,"1, 11, 4, 5, 7, 66, 434, 5",AM4869,"Sisson, William",,c. 1826,,"Mar 12, 1886","New London, CT",,,591,,AS1723,Jones,Bark / Ship,338/336,,1822,"Broken up at New London, 1842 ?",1-279,NULL,7151,1681,22.255787,1,.94,1.02,.3175,.34999999,.19670001,.20999999,.062271062,17,Matched (3),27312.6,24862.949,337,1842,,1,4206,,,both in master and using data,2,1,27312.6,1,,,
AV01882,1,Black Warrior : 1842-1845,"New London, CT",,,1842,1842 Oct 26,1845,1845 Mar 3,So,AA0576,Havens & Smith,11000,490,1330,New London,MAU,1,1,"1, 11, 4, 5, 7, 66, 335, 434, 595",AM4869,"Sisson, William",,c. 1826,,"Mar 12, 1886","New London, CT",,,591,,AS0987,Black Warrior,Bark / Ship,231/232,"Duxbury, MA",1825,"Sold in Honolulu, Dec, 1854; went on shore at Baja, Laguna Guerrero Negro, maybe 1859.",1-557,NULL,1716,961,28.315891,3,.73000002,.88999999,.33750001,.41,.24909,.30000001,.094117649,24,Matched (3),44518.801,36616.141,231.5,1859,,3,4206,,,both in master and using data,2,2,14839.601,2,27312.6,1,
AV02655,1,Charles Colgate : 1873-1875,"New London, CT",,Hurd’s Island,1873,1873,1875,1875,,AA0742,Lawrence & Co.,400,0,900,New London,MSM,NULL,1,"1, 11, 4, 6, 7, 5, 434",AM4870,"Sisson, William",,,,"Mar 12, 1886","New London, CT",,,591,,AS1079,Charles Colgate,Schr,250/244/179,"Patchogue, NY",1850,,4-357,NULL,2420,1050,,2,1.48,1.11,.62,.47,1.08,.81,.02739726,2,Matched (3),18090,23868,224.33333,1887,,2,4207,46,,both in master and using data,2,1,9045,1,,,
AV02656,1,Charles Colgate : 1875-1877,"New London, CT",,Desolation,1875,1875 Jun 15,1877,1877 May 2,,AA0742,Lawrence & Co.,1200,0,1077,New London,MSM,NULL,1,"1, 11, 13, 4, 6, 5, 434",AM4870,"Sisson, William",,,,"Mar 12, 1886","New London, CT",,,591,,AS1079,Charles Colgate,Schr,250/244/179,"Patchogue, NY",1850,,,NULL,2421,1050,,2,1.6033,1.36,.65249997,.55000001,1.2707,1.08,.15217391,14,Matched (3),26174.701,31040.023,224.33333,1887,,2,4207,48,,both in master and using data,2,2,13087.351,2,9045,,1
AV11036,1,Osceola II : 1852-1854,"New Bedford, MA",,,1852,1852,1854,1854,L,AA1380,"Wing, Joseph & William R.",4200,370,485,New Bedford,NBL,NULL,1,"1, 4, 6, 395, 5",AM4871,"Skiff, Charles M.***",L,,,,,,,,,AS0571,Osceola II,Bark,195/159,"Mattapoisett, MA",1846,"Wrecked Mahe, Seychelles, Oct 1872",,NULL,10023,560,,2,1.2375,1.41,.68167001,.76999998,.50749999,.57999998,.084269665,15,Matched (3),40032.301,35247.867,177,1872,,2,4208,,.071428575,both in master and using data,2,1,20016.15,1,,,
AV11760,1,Plover : 1855-1858,"New Bedford, MA",,Pacific,1855,1855 Aug 27,1858,1858,L,AA1320,"Watkins, W. & G. D.",2500,291,250,New Bedford,,NULL,1,"1, 4, 5, 7, 138, 395",AM4871,"Skiff, Charles M.",,,,,,,,,,AS0547,Plover,Bark / Ship,330,"Mattapoisett, MA",1855,"Lost north of Fiji Is, Aug 5, 1864",3-657,NULL,10681,535,,3,1.772,1.61,.713,.64999998,.45249999,.41,.12396694,30,Matched (3),27527.42,30275.133,330,1864,,3,4208,,.071428575,both in master and using data,2,2,9175.8066,2,20016.15,1,
AV08366,1,Leonidas : 1860-1863,"Westport, MA",,Atlantic,1860,1860 Nov 12,1863,1863 May 2,,AA0230,"Church, C. A.",0,318,70,"New Bedford, MA","NBL, MSM",NULL,1,"1, 4, 6, 7, 275, 5",AM4872,"Skiff, James L.",,,,,,,,,,AS0396,Leonidas,Bark / Brig,128/98,"So Berwick, ME",1833,,3-510,NULL,7625,385,,3,1.415,1.52,.495,.52999997,.80199999,.86000001,.069565214,16,Matched (3),21859.32,20354.039,113,1872,,3,4209,,,both in master and using data,1,1,7286.4399,1,,,
AV09094,1,Martha : 1848-1852,"Fairhaven, MA",,Pacific,1848,1848 Nov 11,1852,1852 Sep 11,So,AA0233,"Church, Nathan",0,1347,0,New Bedford,NHA,NULL,1,"1, 2, 4, 6, 7, 5, 395",AM4873,"Skinner, William H.",,1815,"Nantucket, MA",Dec 1882,"Nantucket, MA",Unknown,,604,Nearly 20 years in the wood business on Cross Wharf,AS1869,Martha,Ship,298,"Medford, MA",1826,"Sold foreign, 1862",2-442,NULL,8298,1813,,4,1.0033,1.22,.33000001,.40000001,.25400001,.31,.076335877,20,Matched (3),69020.281,56760.691,298,1862,,4,4210,,.055555556,both in master and using data,2,1,17255.07,1,,,
AV07578,1,John A. Robb : 1853-1857,"Fairhaven, MA",,Pacific,1853,1853,1857,1857,So,AA1297,"Tripp, Lemuel C.",0,990,0,New Bedford,NHA,NULL,1,"1, 6, 7, 5, 395",AM4873,"Skinner, William H.",,1815,"Nantucket, MA",Dec 1882,"Nantucket, MA",Unknown,,604,Nearly 20 years in the wood business on Cross Wharf,AS2760,John A. Robb,Bark,273/244,"Baltimore, MD",1831,"Sold at St Helena, 1868",3-336,NULL,6917,2634,,4,1.2474999,1.29,.58125001,.60000002,.345,.36000001,.074193545,23,Matched (3),53638.199,51871.047,258.5,1868,,4,4210,,.071428575,both in master and using data,2,2,13409.55,2,17255.07,1,
AV14208,1,Tybee : 1841-1843,"Stonington, CT",,,1841,1841,1843,1843,So,AA1299,"Trumbull, John F.",16000,400,1700,New London,,NULL,1,"1, 11, 4, 7, 66, 5, 554",AM4901,"Swan, Thomas",,,,,,,,,,AS2521,Tybee,Bark / Ship,299,"Philadelphia, PA",1829,"Sold to New York, 1860",1-605,NULL,12879,2417,,2,.94,1.02,.3175,.34999999,.19670001,.20999999,.062271062,17,Matched (3),45486,41608.699,299,1860,,2,4214,32,,both in master and using data,1,1,22743,1,,,
AV00189,1,Acasta : 1837-1838,"Stonington, CT",,,1837,1837,1838,1838,L,AA1371,"Williams, Charles P.",0,50,2200,New London,,NULL,1,"11, 5, 434",AM4901 ?,"Swan, Thomas E.",,,,,,,,,,AS0814,Acasta,Ship,330,"Athens, NY",1818,"Foundered at sea, 1840",,NULL,175,799,,1,.82499999,.72000003,.34999999,.30000001,.2,.17,.021201413,6,Matched (3),29232.002,34072.5,330,1840,,1,4215,,,both in master and using data,2,1,29232.002,1,,,
AV00190,1,Acasta : 1839-1840,"Stonington, CT",,,1839,1839,1840,1840 Aug 30,L,AA1371,"Williams, Charles P.",0,700,1600,New London,,NULL,1,"1, 11, 4, 66, 7, 5, 434",AM4901 ?,"Swan, Thomas E.",,,,,,,,,,AS0814,Acasta,Ship,330,"Athens, NY",1818,"Foundered at sea, 1840",1-29,NULL,176,799,,1,1.03,.92000002,.345,.31,.1825,.16,.059859157,17,Matched (3),47880,53466,330,1840,,1,4215,,,both in master and using data,2,2,47880,2,29232.002,,1
AV09549,1,Mentor : 1843-1845,"New London, CT",,Pacific,1843,1843 Jul 6,1845,1845 Apr 2,,AA0162,"Brown, Benjamin F.",29000,90,2800,New London,"PEM, MAU",1,1,"1, 11, 4, 6, 7, 66, 335, 434, 5",AM4907,"Sweet, Riley",,,,,,,,,,AS1923,Mentor,Ship,460,"New York, NY",1810,Withdr for California trade,1-356,NULL,8703,1861,23.396133,2,.63,.83999997,.345,.46000001,.35749999,.47999999,.077738516,22,Matched (3),71191.203,53320.898,460,1848,,2,4218,28,,both in master and using data,2,1,35595.602,1,,,
AV09550,1,Mentor : 1845-1848,"New London, CT",,S & N Pacific,1845,1845 Jul 9,1848,1848 Mar 14,,AA0162,"Brown, Benjamin F.",35938,250,2700,New London,PEM,NULL,1,"1, 11, 4, 6, 7, 66, 434, 445, 5",AM4907,"Sweet, Riley",,,,,,,,,,AS1923,Mentor,Ship,460,"New York, NY",1810,Withdr for California trade,2-473,NULL,8704,1861,,3,.88,1.0599999,.32875001,.40000001,.33625001,.41,.11145511,36,Matched (3),71224.578,58604.406,460,1848,,3,4218,29,,both in master and using data,2,2,23741.525,2,35595.602,,1
AV05028,1,Formosa : 1849-1850,"New Bedford, MA",,,1849,1849 Aug 31,1850,1850,L,AA1241,"Swift, O. N.",0,0,150,New Bedford,,NULL,1,"1, 2, 4, 7, 5",AM4914,"Swift, Henry",,1816,,1892,,,,internet family genealogical site,,AS0223,Formosa,Ship,451,New York,1829,"Lost, China, 1850",2-539,NULL,4615,220,,1,1.089,1.33,.39899999,.49000001,.31799999,.38999999,.050632913,12,Matched (3),3087,2513.7,451,1850,,1,4225,,,both in master and using data,1,1,3087,1,,,
AV05551,1,George : 1841-1844,"Fairhaven, MA",,Pacific,1841,1841 Jan 3,1844,1844,L,AA0441,Fish & Huttlestone,0,1700,0,New Bedford,,NULL,1,"1, 2, 4, 5, 7, 395",AM4915,"Swift, James H.",,,,,,,,,,AS1465,George,Ship,360/359,"Sandwich, MA",1815,"Stove by ice, cond at Kamchatka, 1852",1-196,NULL,5088,1434,,3,.94,1.02,.3175,.34999999,.19670001,.20999999,.062271062,17,Matched (3),72828,67116,359.5,1852,,3,4226,,.05882353,both in master and using data,4,1,24276,1,,,
AV05552,1,George : 1844-1846,"Fairhaven, MA",,,1844,1844 Sep 16,1846,1846 Jul 12,L,AA0441,Fish & Huttlestone,26335,230,2200,New Bedford,,NULL,1,"1, 2, 4, 7, 5, 395",AM4915,"Swift, James H.",,,,,,,,,,AS1465,George,Ship,360/359,"Sandwich, MA",1815,"Stove by ice, cond at Kamchatka, 1852",2-262,NULL,5089,1434,,2,.90499997,1.1799999,.36500001,.47,.40000001,.51999998,.079710148,22,Matched (3),68521,53002.301,359.5,1852,,2,4226,,.0625,both in master and using data,4,2,34260.5,2,24276,,1
AV03414,1,Cortes : 1846-1849,"New Bedford, MA",,N Pacific,1846,1846,1849,1849,B,AA0636,"Howland, George",18500,124,2620,New Bedford,NBW,NULL,1,"1, 2, 4, 6, 7, 5, 395",AM4915,"Swift, James H.",,,,,,,,,,AS0098,Cortes,Ship,382,"New Bedford, MA",1820,"Burned by the crew, 1858",2-93,NULL,3122,98,,3,.87875003,1.0599999,.33750001,.41,.34,.41,.062745102,16,Matched (3),58221.879,48005.031,382,1858,,3,4226,,.0625,both in master and using data,4,3,19407.293,3,34260.5,1,
AV00898,1,Anadir : 1851-1854,"New Bedford, MA",,,1851,1851 Jan 1,1854,1854,,AA1237,Swift & Perry,46800,0,2998,New Bedford,,NULL,1,"1, 4, 5, 7, 395",AM4915,"Swift, James H.",,,,,,,,,,AS0060,Anadir,Bark,615,,1851,,2-30,NULL,828,61,,3,1.2725,1.53,.453125,.55000001,.345,.41999999,.078291818,22,Matched (3),88909.805,73201.688,615,1854,3,3,4226,,.071428575,both in master and using data,4,4,29636.602,4,19407.293,1,
AV15242,1,Wade : 1840-1844,"New Bedford, MA",,Pacific,1840,1840 Jul 19,1844,1844,C,AA0632,"Howland, Abraham H.",11500,890,1630,New Bedford,KWM,NULL,1,"1, 4, 6, 69, 7, 395, 5",AM4917,"Swift, John, Jr.",,"Mar 26, 1809","Falmouth, MA","Sept 14, 1852","Fairhaven, MA",Melinda Leonard,,"8, 590, 591",,AS0689,Wade,Bark,261,"Charlestown, MA",1828,"Cond at Bermuda, Jan 1851",1-510,NULL,13853,678,,4,1,1.05,.30000001,.31999999,.19,.2,.033457249,9,Matched (3),63456.199,60103,261,1851,,4,4228,,,both in master and using data,3,1,15864.05,1,,,
AV05901,1,Good Return II : 1844-1847,"New Bedford, MA",,"S Pacific, N Pacific",1844,1844,1847,1847,,AA1253,"Taber, Henry & Co.",24500,272,2846,"New Bedford, MA","KWM, NBW",1,1,"1, 2, 4, 6, 69, 7, 5, 395",AM4917,"Swift, John, Jr.",,"Mar 26, 1809","Falmouth, MA","Sept 14, 1852","Fairhaven, MA",Melinda Leonard,,"8, 590, 591",,AS0218,Good Return II,Ship,346,"Rochester, MA-Mattapoisett, MA",1827,"Withdr, 1862",2-257,NULL,5412,216,29.727829,3,.90499997,1.1799999,.36500001,.47,.40000001,.51999998,.079710148,22,Matched (3),82400.359,63767.902,346,1862,,3,4228,,.0625,both in master and using data,3,2,27466.787,2,15864.05,1,
AV06989,1,India : 1848-1851,"New Bedford, MA",,Pacific,1848,1848 Aug 9,1851,1851,,AA0632,"Howland, Abraham H.",76500,349,4287,New Bedford,KWM,NULL,1,"1, 2, 4, 69, 7, 5, 395",AM4917,"Swift, John, Jr.",,"Mar 26, 1809","Falmouth, MA","Sept 14, 1852","Fairhaven, MA",Melinda Leonard,,"8, 590, 591",,AS0302,India,Ship,366,"Hartford, CT",1809,Stone Fleet #2,2-331,NULL,6409,296,,3,1.0033,1.22,.33000001,.40000001,.25400001,.31,.076335877,20,Matched (3),113619.36,93555.195,366,1861,,3,4228,,.0625,both in master and using data,3,3,37873.121,3,27466.787,1,
AV08348,1,Leonidas : 1845-1850,"New Bedford, MA",,Pacific,1845,1845 Nov 15,1850,1850,,AA0566,"Hathaway, F. S.",0,665,8,New Bedford,,NULL,1,"1, 4, 5, 7, 50, 12, 395",AM4919,"Swift, Joseph III",,,,,,,,,,AS0382,Leonidas,Bark / Ship,231,"Scituate, MA",1826,Stone Fleet #1,2-383,NULL,7608,373,,5,.88,1.0599999,.32875001,.40000001,.33625001,.41,.11145511,36,Matched (3),29740.199,24688.859,231,1861,35,5,4230,,,both in master and using data,1,1,5948.04,1,,,
AV09030,1,Maria Theresa : 1847-1851,"New Bedford, MA",,Pacific,1847,1847 Nov 26,1851,1851,,AA0930,"Nye, T. & A. R.",37200,199,2829,New Bedford,"NBW, PR, MAU",1,1,"1, 2, 4, 6, 7, 112, 117, 12, 335, 395, 5",AM4920,"Swift, Micajah***",L,,,,,,,,,AS0411,Maria Theresa,Ship,330,New York,1807,Stone Fleet #1,2-414,1,8242,400,30.469841,4,1.002548,1.11,.36000001,.40000001,.30875,.34,.047781572,14,Matched (3),69452.578,62639.277,330,1861,,4,4231,,.05882353,both in master and using data,1,1,17363.145,1,,,
